Código OACI;Nome;Município;UF;Longitude;Latitude;Altitude;Operação Diurna;Comprimento 1;Largura 1
SJL8;Tupirama;TUPIRAMA;TO;"048°13'33""W";"08°58'40""S";245;VFR;1500;30
SJM8;FAZENDA WS;ALTA FLORESTA;MT;"056°04'37""W";"10°19'41""S";282;VFR;800;18
SNEC;Outeiro das Brisas;PORTO SEGURO;BA;"039°08'33""W";"16°42'45""S";38;VFR;950;20
SJT7;São Silvestre;COCOS;BA;"044°57'29""W";"14°23'30""S";790;VFR;1200;18
SN2Y;AEROJET;CONCEIÇÃO DO ARAGUAIA;PA;"049°40'32""W";"07°56'36""S";0;VFR;850;20
SJ8F;AGROPECUÁRIA CAMPO NOVO;PERITORÓ;MA;"044°10'24,15""W";"04°27'56,59""S";0;VFR;700;23
SJM7;FAZENDA SÃO FRANCISCO;NOVO MUNDO;MT;"055°36'20""W";"09°51'19""S";275;VFR;1300;18
SIP8;FAZENDA SÃO JOSÉ;PARANÃ;TO;"047°24'05""W";"12°38'10""S";0;VFR;950;15
SJP2;FAZENDA BONANZA;PIRAQUÊ;TO;"048°11'16""W";"06°30'50""S";0;VFR;1200;20
SWRG;Rancho Maria e Tereza;GUAJARÁ-MIRIM;RO;"065°13'46""W";"10°49'34""S";150;VFR;1100;23
SJX8;CHÁCARA ARAGUAIA;XINGUARA;PA;"049°09'26""W";"06°52'56""S";0;VFR;950;18
SJY6;FAZENDA SANTA MARIA;BARRA DO GARÇAS;MT;"053°02'59""W";"15°21'40""S";479;VFR;1100;20
SN2H;FAZENDA SANTA RITA;ARAGUAPAZ;GO;"050°26'22""W";"15°08'11""S";0;VFR;1000;20
SSAI;Fazenda Panamá;IACIARA;GO;"046°47'54,77""W";"14°06'17,49""S";490;VFR;1600;20
SN2F;Fazenda Guará;MORADA NOVA DE MINAS;MG;"045°15'33""W";"18°52'11""S";613;VFR;1020;23
SIKK;Calciolândia;ARCOS;MG;"045°38'42""W";"20°15'02""S";664;VFR;890;18
SSZT;Fazenda São João;ÁGUAS DE SANTA BÁRBARA;SP;"049°20'21""W";"22°47'22""S";654;VFR;1150;16
SJN3;Fazenda Alto da Serra;PORTO NACIONAL;TO;"048°32'45""W";"10°30'03""S";0;VFR;1202;20
SN2D;Projeto Paraíba;PEIXOTO DE AZEVEDO;MT;"055°05'08""W";"10°12'49""S";289;VFR;900;18
SWSA;Fazenda Santa Maria;LONDRINA;PR;"051°19'12""W";"23°29'45""S";746;VFR;1100;23
SIQ9;Pastoreio;SANTA VITÓRIA DO PALMAR;RS;"052°59'54""W";"33°11'10""S";0;VFR;700;30
SN87;Fazenda Barranco Alto;CORUMBIARA;RO;"061°10'45""W";"12°59'11""S";232;VFR;1200;25
SIME;Globo Aviação Agrícola;DAVINÓPOLIS;MA;"047°25'38,36""W";"05°35'01,13""S";148;;1070;20
SJGY;Fazenda Barriguda;SÃO DOMINGOS;GO;"046°44'37""W";"13°42'30""S";456;VFR;800;30
SN77;Fazenda Lança;RIO BRILHANTE;MS;"054°17'42""W";"21°48'27""S";396;VFR;700;18
SJU2;FAZENDA ALVORADA;CORUMBÁ;MS;"057°16'57""W";"19°52'05""S";88;VFR;950;20
SWBD;Fazenda Mundo Novo;SONORA;MS;"054°55'47""W";"17°56'24""S";175;VFR;800;30
SWYQ;Fazenda Brusque;SÃO FÉLIX DO XINGU;PA;"051°45'06""W";"09°17'04""S";300;VFR;1391;20
SJ8U;Fazenda Cambará;CORUMBÁ;MS;"055°13'16""W";"17°55'39""S";164;VFR;900;30
SN6J;Fazenda Chegada;NOVA MARINGÁ;MT;"057°19'21""W";"12°17'24""S";384;VFR;1400;18
SJ8Q;FAZENDA BRASÍLIA;ALTO ALEGRE;RR;"061°05'44""W";"03°12'44""N";131;VFR;700;18
SN4Z;FAZENDA PIRACICABA;CORUMBÁ;MS;"055°23'34""W";"17°46'14""S";152;VFR;800;20
SN4V;Fazenda Divisa;SÃO THOMÉ DAS LETRAS;MG;"045°02'44,15""W";"21°44'38,66""S";956;VFR;807;18
SN4D;Fazenda Santo Anjo;JABORANDI;BA;"045°20'12""W";"14°12'28""S";806;VFR;1300;23
SJ92;Agronova;TORIXORÉU;MT;"052°29'07""W";"16°07'23""S";364;VFR;1350;18
SJYJ;Aratha-ú;ALTO ALEGRE;RR;"063°46'53""W";"03°09'39""N";72;VFR;650;30
SNIR;Fazenda Mata Escura;PARNARAMA;MA;"043°36'07""W";"05°44'42""S";160;;1415;26
SN4P;FAZENDA LEONEL BEDIN;IPIRANGA DO NORTE;MT;"056°04'26""W";"11°55'12""S";394;VFR;1000;18
SN4J;PANDEIROS;JANUÁRIA;MG;"044°41'30""W";"15°35'36""S";498;VFR;800;18
SSDZ;Fazenda Requinte;SÃO DESIDÉRIO;BA;"046°08'34""W";"12°48'19""S";890;VFR;1600;25
SN4S;Fazenda Quatrilho;SORRISO;MT;"055°40'10,79""W";"13°21'13,27""S";436;VFR;850;18
SNXY;Cikel Brasil Verde;PORTEL;PA;"050°31'43""W";"02°42'01""S";30;VFR;1200;20
SJ9R;Fazenda Rasante 02;JAÍBA;MG;"043°46'01""W";"15°16'05""S";486;VFR;950;18
SN4C;Fazenda Morro Vermelho;JUSCIMEIRA;MT;"054°31'54""W";"15°58'02""S";522;VFR;800;25
SN44;Fazenda Córrego Fundo;NOVA ANDRADINA;MS;"053°26'22""W";"21°41'59""S";395;;1203;20
SJ9Y;FAZENDA PARNAÍBA;TASSO FRAGOSO;MA;"046°04'32""W";"08°30'34""S";564;;1500;25
SN4A;Fazenda Remanso do Guaporé;COMODORO;MT;"060°23'08""W";"13°50'40""S";201;VFR;1600;18
SJE4;FAZENDA BONANZA;NOVA CRIXÁS;GO;"050°42'07""W";"13°47'54""S";248;VFR;1000;20
SD8Y;FAZENDA SÃO PEDRO;AÇAILÂNDIA;MA;"047°13'14""W";"04°53'15""S";284;VFR;850;18
SN3L;BRASIL AGRO;SÃO RAIMUNDO DAS MANGABEIRAS;MA;"045°44'10""W";"06°47'10""S";575;VFR;900;18
SJG3;FAZENDA DOIS IRMÃOS;SORRISO;MT;"055°39'43""W";"12°35'21""S";383;VFR;1000;18
SJG9;Sheriff;BELA VISTA DE GOIÁS;GO;"048°58'20""W";"17°00'58""S";818;VFR;500;18
SJU7;Fazenda Lua Nova;NOVA LACERDA;MT;"059°38'56""W";"14°27'02""S";245;VFR;1500;23
SJG7;Fazenda Silveira;CUJUBIM;RO;"062°25'02""W";"09°27'40""S";184;VFR;1400;23
SN3C;FAZENDA TRÊS LAGOAS;JACIARA;MT;"055°07'56""W";"16°02'43""S";587;VFR;1000;18
SDU1;Fazenda Curitiba;TASSO FRAGOSO;MA;"046°09'58""W";"08°38'46""S";571;VFR;1200;18
SJH4;Fazenda São José;CARACARAÍ;RR;"061°09'52""W";"01°45'29""N";59;VFR;1000;18
SDMD;Fazenda Santa Izabel;COXIM;MS;"054°42'49""W";"18°00'50""S";338;VFR;800;20
SDHS;Fazenda Ouro Branco ;PORTO DOS GAÚCHOS;MT;"056°24'49""W";"12°01'04""S";385;VFR;800;18
SJEK;Satélite Aviação Agrícola Ltda;CANARANA;MT;"052°12'31""W";"13°32'27""S";415;VFR;1000;20
SI2Y;Aeroáguia Pulverização;AÇAILÂNDIA;MA;"047°57'30""W";"04°43'42""S";324;VFR;824;20
SDR1;FAZENDA MANTISSA;SEBASTIÃO BARROS;PI;"044°48'34""W";"10°33'48""S";448;VFR;1000;20
SSJC;Jacarezinho;VALPARAÍSO;SP;"050°53'59""W";"21°08'30""S";402;VFR;900;40
SJN2;Fazenda São Vicente;RONDON DO PARÁ;PA;"048°05'14""W";"04°37'49""S";215;VFR;1000;23
SSHA;Aeroclube de Aquidauana;AQUIDAUANA;MS;"055°46'10""W";"20°28'51""S";189;VFR;1200;40
SJR3;FAZENDA CAAGUASSU;NOVA UBIRATÃ;MT;"054°07'29""W";"12°16'48""S";356;VFR;1400;23
SN2M;FAZENDA ITACOATIARA;MARA ROSA;GO;"049°17'20""W";"14°05'57""S";0;VFR;800;18
SN2J;MATRIPAR;JUARA;MT;"057°32'52""W";"10°20'32""S";453;VFR;900;18
SSUT;Usinas Itamarati;NOVA OLÍMPIA;MT;"057°11'18""W";"14°46'35""S";215;VFR;1600;18
SNZT;Fazenda Recreio;PARAGOMINAS;PA;"048°20'01""W";"03°30'18""S";152;VFR;900;20
SJS7;Fazenda Santa Adélia - Grupo Nativa;SÃO JOSÉ DO XINGU;MT;"052°17'38""W";"10°43'48""S";325;VFR;900;18
SJX9;FAZENDA MILLIATI;PORTO VELHO;RO;"063°55'56""W";"09°07'29""S";120;VFR;1100;20
SJS3;Fazenda Guaciara;JATEÍ;MS;"053°52'51""W";"22°47'09""S";324;VFR;750;30
;Fazenda Riozinho;CORUMBÁ;MS;"056°29'11,91""W";"18°15'59,52""S";119;VFR;700;18
SJN9;FAZENDA NOSSA SENHORA APARECIDA;FORMOSA DO RIO PRETO;BA;"046°06'12,82""W";"11°02'03,59""S";782;VFR;1099;15
SN7M;Fazenda Arataú;NOVO REPARTIMENTO;PA;"050°09'50""W";"04°09'03""S";165;VFR;1000;20
SNOK;Fazenda Chão de Estrelas;AURORA DO PARÁ;PA;"047°39'22""W";"02°19'57""S";66;VFR;950;21
SJP8;ASSOCIACAO AEROCLUBE DE FAXINAL;FAXINAL;PR;"051°19'42""W";"23°58'17""S";872;VFR;800;18
SWZR;Fazenda Sertaneja;ALTA FLORESTA;MT;"056°00'41,3""W";"09°42'15,68""S";272;VFR;800;18
SN7X;FAZENDA SÃO FRANCISCO;PINTÓPOLIS;MG;"045°06'26""W";"16°05'38""S";0;VFR;1200;18
SDF0;FAZENDA VEDANA;VERA;MT;"055°25'02""W";"12°21'49""S";379;VFR;1000;18
SN7B;Fazenda Herança;MIRANDA;MS;"056°43'51""W";"20°06'33""S";111;VFR;900;18
SDC0;SANTA MARIA DAS BARREIRAS;SANTA MARIA DAS BARREIRAS;PA;"049°43'33""W";"08°51'01""S";172;VFR;1400;23
SWYH;Fazenda Aliança;ARAPUTANGA;MT;"058°18'52""W";"15°17'33""S";300;VFR;800;18
SDB9;Fazenda São Marcelo;JURUENA;MT;"058°29'25""W";"10°11'58""S";225;VFR;1000;23
SWEA;Fazenda Santiago de Compostela ;COMODORO;MT;"060°16'13""W";"13°27'04""S";267;VFR;1100;18
SI6M;Recanto das Araras;MATEIROS;TO;"046°33'01""W";"10°17'38""S";455;VFR;1200;18
SI2X;Fazenda Carandá;BODOQUENA;MS;"056°36'55""W";"20°36'50""S";181;VFR;700;20
SWGP;Palmeiras de Goiás;PALMEIRAS DE GOIÁS;GO;"049°52'46""W";"16°49'37""S";608;VFR;1140;20
SI3Y;Fazenda Três Irmãos;SÃO FRANCISCO DE ASSIS;RS;"055°14'04""W";"29°23'59""S";127;VFR;930;30
SJX7;Fazenda Ouro Preto;CUMARU DO NORTE;PA;"050°42'10""W";"07°53'24""S";307;VFR;800;18
SN2N;Fazenda Pingo D'Água;PEDRO GOMES;MS;"053°56'18""W";"17°43'32""S";397;VFR;1100;20
SNRA;Nossa Senhora da Abadia;NIQUELÂNDIA;GO;"048°35'11,3""W";"14°39'20,3""S";622;VFR;800;18
SJQ3;GRUPO SHIMOHIRA;BAIXA GRANDE DO RIBEIRO;PI;"044°54'06""W";"08°06'22""S";515;VFR;1200;25
SI4Y;Fazenda Laudejá;BONITO;MS;"056°47'42""W";"21°09'16""S";576;VFR;900;30
SN2W;FAZENDA TEODORO;MAUÉS;AM;"058°13'44""W";"06°23'03""S";126;VFR;1000;18
SI2Z;Fazenda das Aroeiras;CORUMBÁ;MS;"057°17'57""W";"20°06'12""S";90;VFR;1200;30
SI4Z;Toledo Aviação;TOLEDO;PR;"053°39'17""W";"24°38'19""S";566;VFR;641;15
SIB3;Fazenda Tapera;MIRANDA;MS;"056°49'41""W";"20°18'17""S";169;VFR;800;18
SJR7;FAZENDA SANTA BÁRBARA;NOBRES;MT;"055°35'17""W";"14°10'45""S";0;VFR;1000;18
SI9Z;Fazenda Bandeirantes;GOIOERÊ;PR;"052°58'58""W";"24°12'14""S";510;VFR;900;30
SJX6;Fazenda Guanabara;MIMOSO DE GOIÁS;GO;"048°17'43""W";"14°57'20""S";826;VFR;1100;18
SJU8;Fazenda Guariba;VILA RICA;MT;"051°47'56""W";"09°53'36""S";312;VFR;1000;18
SIM3;FAZENDA METROPOLITANA;SÃO FÉLIX DE BALSAS;MA;"045°01'48""W";"07°24'53""S";409;VFR;1400;20
SIA7;Fazenda Porto Velho;AMAJARI;RR;"061°23'00,31""W";"03°58'34,22""N";117;VFR;600;18
SN7F;FAZENDA TECOHÁ;QUERÊNCIA;MT;"052°33'59""W";"12°32'36""S";334;VFR;900;18
SD57;Fazenda Próspera;TABAPORÃ;MT;"056°21'13,27""W";"11°13'21,65""S";429;VFR;1600;23
SJW9;Fazenda São Pedro;NOVO PROGRESSO;PA;"054°45'27""W";"09°27'38""S";508;VFR;1100;18
SJY2;FAZENDA AGUÃO;UNIÃO DO SUL;MT;"054°12'09""W";"11°30'14""S";372;VFR;800;18
SDL0;FAZENDA IBICABA;MARCELÂNDIA;MT;"053°42'34""W";"10°48'40""S";355;VFR;1200;20
SJR6;Fazenda Mercúrio;FELIZ NATAL;MT;"054°24'01""W";"12°10'59""S";362;VFR;1000;18
SJT9;FAZENDA LINCE;TESOURO;MT;"053°28'37""W";"15°58'20""S";598;VFR;1000;18
SJW3;FAZENDA SÃO FRANCISCO;FELIZ NATAL;MT;"054°07'41""W";"11°55'12""S";357;VFR;1000;18
SJVY;Fazenda Vitória;ITARUMÃ;GO;"051°28'38""W";"18°45'18""S";512;VFR;1200;23
SIG4;FAZENDA RAINHA DO CURUÁ;ALTAMIRA;PA;"054°53'49,39""W";"06°29'21,26""S";233;VFR;999;18
SIT2;FAZENDA ADS 7;SANTA TEREZINHA;MT;"050°36'47""W";"10°02'45""S";215;VFR;900;18
SJW6;Fazenda Jatobá;SÃO FÉLIX DO XINGU;PA;"052°28'08""W";"07°05'45""S";205;VFR;800;20
SJR4;Fazenda Simeão Brandão;MIRADOR;MA;"044°34'21""W";"06°33'45""S";447;VFR;1200;23
SJS4;FAZENDA FARTURA;SANTANA DO ARAGUAIA;PA;"050°23'31""W";"09°41'11""S";198;VFR;1000;18
SJR9;FAZENDA ITAÚBA;CANABRAVA DO NORTE;MT;"051°41'18,7""W";"11°18'44,3""S";249;VFR;900;20
SWIS;Caiapó;CASEARA;TO;"049°46'31,14""W";"09°11'11,67""S";198;VFR;1400;25
SJR8;Fazenda Alvorada;PRIMAVERA DO LESTE;MT;"054°19'49,36""W";"14°58'31,49""S";690;VFR;1099;21
SN2Q;FAZENDA INHUMAS;ALTO PARNAÍBA;MA;"046°04'32""W";"08°52'37""S";479;VFR;1000;18
SJT3;Colombo;MARABÁ;PA;"049°13'28""W";"05°22'38""S";0;VFR;1120;23
SI9Y;FAZENDA SANTANA;CORUMBÁ;MS;"056°33'24""W";"18°04'00""S";117;VFR;600;18
SJT4;FAZENDA BRANCA - XANGRILÁ;VALE DE SÃO DOMINGOS;MT;"058°46'48""W";"14°36'25""S";0;VFR;1000;18
SJT2;FAZENDA SANTA LUZIA;NOVO MUNDO;MT;"055°31'45""W";"09°50'55""S";0;VFR;1200;18
SWYX;FAZENDA ZANCCHETIN;LUCAS DO RIO VERDE;MT;"056°07'33,4""W";"13°01'10,1""S";415;VFR;1000;18
SWRX;Fazenda Piracema;NOVA MUTUM;MT;"055°46'45,97""W";"13°57'24,73""S";518;VFR;1500;18
SIMA;Fazenda Pirapora;SANTA RITA DO TRIVELATO;MT;"055°23'06""W";"14°02'55""S";538;VFR;1000;23
SDKX;Fazenda Serra Azul;ROSÁRIO OESTE;MT;"055°38'59""W";"14°37'35""S";332;VFR;1260;25
SN7E;Fazenda São Jerônimo;ALTO GARÇAS;MT;"053°35'15""W";"16°54'08""S";854;VFR;1000;20
SN7P;Fazenda Vale;TAPURAH;MT;"056°11'49""W";"12°25'46""S";387;VFR;1100;18
SN78;FAZENDA LETÍCIA;RIBAS DO RIO PARDO;MS;"053°33'26""W";"21°33'07""S";0;VFR;800;18
SN2S;FAZENDA MIMOSO;RIBAS DO RIO PARDO;MS;"053°33'45""W";"20°43'50""S";0;VFR;1000;18
SIZ8;FAZENDA MARAVILHA DO ARAGUAIA;ARUANÃ;GO;"050°53'38""W";"15°08'38""S";339;VFR;1500;25
SJTO;Fazenda Paysandu;SÃO DESIDÉRIO;BA;"045°41'58,08""W";"13°10'31,35""S";804;VFR;1500;23
SJU3;Fazenda Pampeira;CAMPO NOVO DO PARECIS;MT;"057°47'12,36""W";"14°09'09,53""S";642;VFR;1500;23
SNSL;Fazenda São Luiz;TAGUATINGA;TO;"046°15'28""W";"12°25'54""S";902;VFR;1200;20
SJV2;FAZENDA RECANTO DO LAGO;JUSSARA;GO;"051°34'51""W";"15°11'36""S";0;VFR;900;20
SIL6;Fazenda Cruzeiro II;NOVA GUARITA;MT;"055°12'32""W";"10°20'21""S";295;VFR;1200;18
SI3W;Fazenda WZ;CORONEL SAPUCAIA;MS;"055°17'27""W";"23°29'15""S";0;VFR;1138;15
SN2P;BUSSOLARO AVIAÇÃO AGRÍCOLA;FELIZ NATAL;MT;"054°39'26""W";"12°16'50""S";0;VFR;850;20
SIB9;Jusarah Agro Aérea;CEREJEIRAS;RO;"060°48'09""W";"13°09'29""S";280;VFR;900;20
SIK7;ESTÂNCIA BELA VISTA;BAGÉ;RS;"053°40'21""W";"31°13'52""S";360;VFR;800;20
SJU9;FAZENDA ALEGRE;ITABERAÍ;GO;"049°42'10""W";"16°01'31""S";0;VFR;950;20
SIEO;Fazenda Mendonça;SÃO SEBASTIÃO DO OESTE;MG;"044°55'31""W";"20°13'53""S";720;VFR;600;20
SJV7;CONDOMÍNIO PÔR DO SOL;CLÁUDIA;MT;"055°23'10""W";"11°24'03""S";316;VFR;450;18
SIS6;Fazenda Buena Vista;BALSAS;MA;"046°48'20,65""W";"09°18'12,6""S";499;VFR;1300;18
SWZV;Fazenda Integrada;CORRENTINA;BA;"046°02'19""W";"13°47'36""S";926;VFR;1200;18
SWYA;FAZENDA SANTA HELENA;RIBAS DO RIO PARDO;MS;"053°20'11""W";"20°12'01""S";0;VFR;950;18
SD44;JAMBEIRO;SERRA NOVA DOURADA;MT;"051°10'45""W";"11°49'45""S";220;VFR;1000;18
SN82;Pista das Missões;ITAITUBA;PA;"057°08'07""W";"05°22'19""S";143;VFR;600;18
SIK6;Sonho de Infância;CEREJEIRAS;RO;"060°56'32""W";"13°15'44""S";225;VFR;1280;20
SN76;FAZENDA BURITI;PEIXOTO DE AZEVEDO;MT;"053°19'39""W";"09°46'27""S";0;VFR;1100;18
SIYH;Fazenda Cruzeiro;RIO VERDE DE MATO GROSSO;MS;"055°17'30""W";"18°58'55""S";149;VFR;600;20
SI3X;FAZENDA NOVA ALIANÇA;FORMOSA DO RIO PRETO;BA;"045°37'34""W";"10°47'49""S";765;VFR;1200;20
SILO;Fazenda Santa Luzia;ARUANÃ;GO;"050°52'53""W";"14°14'56""S";263;VFR;2000;30
SN7Y;Fazenda La Aurora;CAMPOS DE JÚLIO;MT;"059°06'08""W";"13°02'18""S";473;VFR;1400;22
SN79;FAZENDA MATA VERDE;ITANHANGÁ;MT;"056°51'23,2""W";"12°01'20,7""S";322;VFR;800;18
SIJE;Fazenda Joana Estância;CORUMBÁ;MS;"057°23'21,87""W";"20°00'50,23""S";100;VFR;700;18
SJAQ;Fazenda Renascença;URUANA DE MINAS;MG;"046°21'16""W";"16°07'01""S";926;VFR;1280;25
SJ2I;Fazenda Conquista;RIO SONO;TO;"047°31'31""W";"09°43'50""S";0;VFR;1200;20
SNHJ;Usina de José Bonifácio;JOSÉ BONIFÁCIO;SP;"049°54'55""W";"21°05'43""S";416;VFR;820;23
SN7H;AERO HECK;ALTAMIRA;PA;"052°09'58""W";"03°09'29""S";102;VFR;650;18
SII4;FAZENDA BOQUEIRÃO;JOÃO PINHEIRO;MG;"046°16'55""W";"17°14'27""S";526;VFR;1000;18
SJ6I;Fazenda São Carlos;UNAÍ;MG;"047°19'15""W";"16°32'50""S";949;VFR;900;18
SSVM;Fazenda Savannah;COCOS;BA;"045°49'47""W";"14°41'57""S";895;VFR;1200;18
SJ9I;Fazenda Barreiro Grande;NOVA CRIXÁS;GO;"050°19'31""W";"14°34'57""S";318;VFR;1190;18
SI4X;FAZENDA CALÇÕES;NINHEIRA;MG;"041°35'38""W";"15°27'29""S";0;VFR;1050;18
SN7K;FAZENDA IGUAÇU;BATAYPORÃ;MS;"053°07'53""W";"22°13'20""S";0;VFR;900;18
SN86;PRG 3;MATEIROS;TO;"045°59'03,71""W";"10°32'06,15""S";780;VFR;1200;23
;Associação Quilombola de Pedras Negras do Guaporé;SÃO FRANCISCO DO GUAPORÉ;RO;"062°54'02""W";"12°50'58""S";181;VFR;1000;20
SIJA;Maca Aero;TAILÂNDIA;PA;"048°57'29,7""W";"02°53'52,57""S";45;;800;20
SI9I;MIRAGUAIA CAMPO DE AVIAÇÃO;SANTO ANTÔNIO DA PATRULHA;RS;"050°40'31""W";"29°50'41""S";50;VFR;700;18
SWJY;Professora Francisca Cardoso;SÃO MIGUEL DE TAIPU;PB;"035°10'21""W";"07°14'46""S";117;VFR;1000;18
SN7T;FAZENDA BELLA BAHIA;SÃO DESIDÉRIO;BA;"044°52'37""W";"12°46'38""S";766;VFR;1200;30
SN7J;FAZENDA CEDRO DA MORENA;ARIPUANÃ;MT;"058°59'42""W";"10°36'38""S";0;VFR;1300;23
SN83;Caxiuanã 3;PORTEL;PA;"051°43'26""W";"02°09'59""S";50,8;VFR;800;18
SID7;FAZENDA FRONTEIRA;CRIXÁS;GO;"050°09'05""W";"14°13'27""S";0;VFR;1003;18
SIE6;FAZENDA SÃO FRANCISCO DA NHECOLÂNDIA;CORUMBÁ;MS;"056°54'19""W";"18°47'37""S";0;VFR;800;18
SDTY;São Martinho S/A;PRADÓPOLIS;SP;"048°06'53""W";"21°23'23""S";541;VFR;1600;30
SI7I;ASL - FAZENDA SANTO CRISTO;NOVA UBIRATÃ;MT;"054°32'52""W";"12°36'52""S";0;VFR;1000;18
SI7K;FAZENDA AGROCONDOR I;NOVA MONTE VERDE;MT;"057°21'23""W";"09°54'07""S";0;VFR;600;18
SIL3;FAZENDA JACARANDÁ;ARAGUAIANA;MT;"051°52'12""W";"15°39'46""S";361;VFR;1300;18
SI9K;Fazenda Maria Luiza;NOVO SÃO JOAQUIM;MT;"052°43'54""W";"14°49'28""S";350;VFR;1200;18
SI7O;FAZENDA TRÊS PINHEIROS;LUCAS DO RIO VERDE;MT;"056°03'41""W";"12°52'52""S";0;VFR;1600;23
SN7S;Fazenda Pontal;URUÇUÍ;PI;"044°52'52""W";"07°54'26""S";460;VFR;1500;30
SJAW;Fazenda Citrícola;GAVIÃO PEIXOTO;SP;"048°22'38""W";"21°43'28""S";625;VFR;900;20
SD24;Fazenda Paiaguás;DIAMANTINO;MT;"057°27'02""W";"14°04'20""S";620;VFR;1270;20
SD3E;Fazenda Rio Madeira;PORTO VELHO;RO;"064°50'14""W";"09°38'32""S";132;VFR;1100;18
SD2A;Pista Maranhense;ITAITUBA;PA;"057°28'26""W";"05°21'14""S";116;VFR;700;18
SD3V;Fazenda Divisão;LUCAS DO RIO VERDE;MT;"056°16'17""W";"12°59'50""S";402;VFR;1100;20
SD32;Fazenda São José;ITAITUBA;PA;"056°33'30""W";"07°53'04""S";254;VFR;800;18
SIDG;Irmãos Gonçalves;JARU;RO;"062°31'02""W";"10°25'24""S";200;VFR;1200;80
SNLY;Lagoa da Prata;LAGOA DA PRATA;MG;"045°33'23""W";"20°03'56""S";658;VFR;1000;20
SJCY;Estância Abelha;CUIABÁ;MT;"055°57'20""W";"15°40'49""S";188;;1600;30
SSAD;Fazenda Ribeirão;CHAPADÃO DO SUL;MS;"052°55'34""W";"18°45'47""S";834;VFR;1800;23
SWJA;FAZENDA AERO-AMIL;ITAJAÍ;SC;"048°51'12""W";"27°01'03""S";22;VFR;1300;18
SIWU;Fazenda São Sebastião;AQUIDAUANA;MS;"056°24'42,1""W";"19°21'31,3""S";106;VFR;800;25
SSHW;Nova Esperança;RECURSOLÂNDIA;TO;"047°05'09,1""W";"08°33'11,2""S";0;VFR;900;23
SWRZ;Fazenda Dourado;NORTELÂNDIA;MT;"056°42'50""W";"14°21'12""S";404;VFR;1380;30
SWIA;Antônio Costa da Silva;JURUÁ;AM;"066°03'27""W";"03°28'56""S";68;VFR;1200;20
SDAS;Fazenda Santo Antônio;MIRANDÓPOLIS;SP;"051°17'00""W";"21°16'31""S";352;VFR;1280;20
SNHG;Fazenda Varjadão;SANDOLÂNDIA;TO;"049°37'16""W";"12°20'29""S";242;VFR;1000;18
SSUI;Fazenda Novo Horizonte;SANTA FÉ DO ARAGUAIA;TO;"048°45'37""W";"07°05'49""S";185;VFR;1200;20
SJVZ;Represa Fazenda Capão da Cruz;GUATAPARÁ;SP;"047°54'06,1""W";"21°25'50,4""S";575;VFR;1100;18
SNMU;Mucuri;MUCURI;BA;"039°51'48""W";"18°02'58""S";84;VFR;1400;18
SIRS;Fazenda São Sebastião;CAMPO FLORIDO;MG;"048°47'19""W";"19°38'12""S";733;VFR;1000;18
SD29;Faz Entre Rios I;FIGUEIRÃO;MS;"054°22'26""W";"18°41'51""S";317;VFR;680;11
SD4V;SOCORRO;SOCORRO;SP;"046°32'44,48""W";"22°33'39,48""S";790;VFR;800;20
SD4Y;Fazenda Vista Alegre;IBIAÍ;MG;"044°47'36""W";"16°46'13""S";655;VFR;750;22
SWFA;Fazenda Pamplona;CRISTALINA;GO;"047°37'36""W";"16°13'03""S";1000;VFR;1200;18
SNTY;Correntina;CORRENTINA;BA;"044°37'19""W";"13°22'48""S";667;VFR;1200;24
SD6V;Fazenda Maringá III;VILA BELA DA SANTÍSSIMA TRINDADE;MT;"060°07'30""W";"14°26'50""S";204;VFR;1100;22
SD73;Fazenda Novo México;JABORANDI;BA;"045°43'52""W";"14°05'31""S";861;VFR;1500;18
SD7G;Fazenda Leyton;NOVA MUTUM;MT;"055°39'04""W";"13°57'48""S";512;VFR;900;18
SD78;Cmte. Dr. Ricardo Stoppe Júnior;LÁBREA;AM;"066°07'55""W";"08°55'39""S";159;VFR;1200;20
SD7F;Fazenda Filipinas;EPITACIOLÂNDIA;AC;"068°34'10""W";"10°46'59""S";210;VFR;700;18
SD7Q;Fazenda Norton;TASSO FRAGOSO;MA;"045°55'25""W";"08°25'25""S";492;VFR;1500;30
SDLE;Rio de Contas;RIO DE CONTAS;BA;"041°47'27""W";"13°34'59""S";1090;VFR;1200;30
SD88;Fazenda Santa Maria;PORTO ESPERIDIÃO;MT;"058°43'57""W";"16°05'19""S";172;VFR;1000;18
SD8E;Fazenda Três Corações;BANNACH;PA;"050°46'56""W";"07°25'33""S";343;VFR;900;18
SJWG;Itagro;ALEGRETE;RS;"055°41'48""W";"29°46'48""S";100;;600;20
SD8H;MONTE DAS OLIVEIRAS (CMTE. SÉRGIO);CURURUPU;MA;"044°52'16""W";"01°51'42""S";38;VFR;800;18
SD94;Mina de Buritirama;MARABÁ;PA;"050°12'52,7""W";"05°31'14,9""S";0;VFR;800;20
SD9F;FAZENDA SANTA TEREZA;SENA MADUREIRA;AC;"068°50'25""W";"09°13'28""S";0;VFR;400;18
SD8R;São José da Boa Vista I;BRASNORTE;MT;"058°20'05""W";"12°21'56""S";335;VFR;900;18
SDF2;MÃE NINA;ITAQUIRAÍ;MS;"053°53'58""W";"23°18'12""S";290;VFR;900;18
SDE7;Fazenda Caruan;SALTO DO CÉU;MT;"058°05'23""W";"14°56'29""S";541;VFR;1000;20
